XCoord,YCoord,START_NODE,END_NODE,EDGE,LENGTH
464592.52901324,4974266.83851289,324,286,163,283.951537850456
355598.60422315,4974301.83912172,328,318,164,198.223686895913
354652.49531899,4974321.39513178,329,224,165,729.884176511511
354652.49531899,4974321.39513178,329,332,166,12.6478236893195
354652.49531899,4974321.39513178,329,339,171,531.139011202768
354652.49531899,4974321.39513178,329,371,186,439.13445864225
354664.80371007,4974324.30562194,332,329,166,12.6478236893195
354664.80371007,4974324.30562194,332,294,167,194.778088283997
354664.80371007,4974324.30562194,332,373,188,436.816934961006
462806.81684868,4974012.90119920,335,336,168,375.834021106806
462947.24191293,4974351.47674335,336,335,168,375.834021106806
462947.24191293,4974351.47674335,336,385,13983,94.1612580938106
477793.96626260,4974390.81388359,338,212,169,2789.3870596351
477793.96626260,4974390.81388359,338,691,13985,125.698536336783
354129.11855512,4974395.12307290,339,223,170,822.525848568084
354129.11855512,4974395.12307290,339,329,171,531.139011202768
354129.11855512,4974395.12307290,339,379,191,353.174178075491
477785.69394250,4974397.27452208,343,217,172,2564.23316937378
450964.48908324,4974395.86325694,345,346,173,409.63195389301
450964.48908324,4974395.86325694,345,368,13987,259.985967140093
451361.26565594,4974431.07516752,346,345,173,409.63195389301
451361.26565594,4974431.07516752,346,649,13984,80.1745480498119
391746.38036645,4974434.15745669,348,210,174,1832.09963391589
451361.78338046,4974445.20216707,349,350,175,408.05091400049
451361.78338046,4974445.20216707,349,652,13986,79.1514037491526
450967.99819671,4974405.75693183,350,349,175,408.05091400049
450967.99819671,4974405.75693183,350,369,13988,254.829409920806
469218.70966495,4974483.15930502,355,356,178,133.503707797797
469218.70966495,4974483.15930502,355,362,181,1737.1559431058
469218.70966495,4974483.15930502,355,400,201,1211.15809769733
469219.52802752,4974349.66045401,356,355,178,133.503707797797
465844.30479651,4974054.34731737,357,358,179,569.567758224166
466167.30542925,4974514.86259445,358,357,179,569.567758224166
466167.30542925,4974514.86259445,358,360,180,411.147271149632
466167.30542925,4974514.86259445,358,365,183,160.047551391837
466167.30542925,4974514.86259445,358,400,200,2202.61028155715
466112.57086957,4974107.37794925,360,358,180,411.147271149632
466112.57086957,4974107.37794925,360,263,13980,70.9083776725317
470523.42057187,4973721.39897983,362,355,181,1737.1559431058
450632.87014415,4974187.53563181,363,364,182,435.838244106657
450807.98864269,4974586.64273738,364,363,182,435.838244106657
450807.98864269,4974586.64273738,364,666,333,2146.92585619335
450807.98864269,4974586.64273738,364,720,361,2042.28043517817
466187.46412713,4974673.63553171,365,358,183,160.047551391837
466187.46412713,4974673.63553171,365,387,194,191.917816168885
450594.32841698,4974727.66435085,367,368,184,246.032114000535
450594.32841698,4974727.66435085,367,788,13989,151.049289997502
450748.77713245,4974536.15091683,368,367,184,246.032114000535
450748.77713245,4974536.15091683,368,345,13987,259.985967140093
450756.55057867,4974543.23437372,369,370,185,256.881876617863
450756.55057867,4974543.23437372,369,350,13988,254.829409920806
450596.02336157,4974743.78190201,370,369,185,256.881876617863
450596.02336157,4974743.78190201,370,763,13990,150.908216129745
354540.91925191,4974746.11647396,371,329,186,439.13445864225
354540.91925191,4974746.11647396,371,373,187,11.4764998640081
354540.91925191,4974746.11647396,371,379,192,401.474746305661
354540.91925191,4974746.11647396,371,415,208,185.161127388172
354552.39276601,4974746.37824378,373,371,187,11.4764998640081
354552.39276601,4974746.37824378,373,332,188,436.816934961006
354552.39276601,4974746.37824378,373,377,189,276.920817206885
354552.39276601,4974746.37824378,373,412,206,184.140326458125
354828.98049798,4974732.80011713,377,373,189,276.920817206885
354828.98049798,4974732.80011713,377,389,195,703.818597674899
354828.98049798,4974732.80011713,377,407,204,179.812783118663
354139.44963603,4974748.14611581,379,380,190,642.903564925885
354139.44963603,4974748.14611581,379,339,191,353.174178075491
354139.44963603,4974748.14611581,379,371,192,401.474746305661
354139.44963603,4974748.14611581,379,419,210,205.118248735922
353496.79147216,4974730.38440951,380,379,190,642.903564925885
353496.79147216,4974730.38440951,380,398,199,150.142162443345
353496.79147216,4974730.38440951,380,404,202,489.461728836864
462916.32102102,4974440.41627881,385,386,193,411.321129662942
462916.32102102,4974440.41627881,385,336,13983,94.1612580938106
463050.98236968,4974820.77500518,386,385,193,411.321129662942
